index,tag,name,B,H,W,C,P,Q,F,S,dtype,output_dtype,mean_microseconds,arithmetic_intensity,tflops,roofline_tflops,roofline_percent,ok
203,unet,conv_2d_nchw_fchw_1x32x32x640x3x3x1280_f16xf16xf32_stride1,1,32,32,640,3,3,1280,1,f16,f32,757.0,703.3437,19.9465,1307.4,0.0153,True
204,unet,conv_2d_nchw_fchw_1x32x32x1280x3x3x1280_f16xf16xf32_stride1,1,32,32,1280,3,3,1280,1,f16,f32,1520.0,801.1736,19.8678,1307.4,0.0152,True
205,unet,conv_2d_nchw_fchw_1x32x32x640x1x1x1280_f16xf16xf32_stride1,1,32,32,640,1,1,1280,1,f16,f32,134.0,204.8,12.5203,1307.4,0.0096,True
206,unet,conv_2d_nchw_fchw_1x32x32x2560x3x3x1280_f16xf16xf32_stride1,1,32,32,2560,3,3,1280,1,f16,f32,3050.0,861.0569,19.8026,1307.4,0.0151,True
207,unet,conv_2d_nchw_fchw_1x32x32x2560x1x1x1280_f16xf16xf32_stride1,1,32,32,2560,1,1,1280,1,f16,f32,363.0,393.8462,18.4873,1307.4,0.0141,True
208,unet,conv_2d_nchw_fchw_1x32x32x1920x3x3x1280_f16xf16xf32_stride1,1,32,32,1920,3,3,1280,1,f16,f32,2200.0,840.1253,20.5902,1307.4,0.0157,True
209,unet,conv_2d_nchw_fchw_1x32x32x1920x1x1x1280_f16xf16xf32_stride1,1,32,32,1920,1,1,1280,1,f16,f32,291.0,357.2093,17.2961,1307.4,0.0132,True
210,unet,conv_2d_nchw_fchw_1x64x64x1280x3x3x1280_f16xf16xf32_stride1,1,64,64,1280,3,3,1280,1,f16,f32,11500.0,1960.5252,10.504,1307.4,0.008,True
211,unet,conv_2d_nchw_fchw_1x64x64x1920x3x3x640_f16xf16xf32_stride1,1,64,64,1920,3,3,640,1,f16,f32,5780.0,1836.5044,15.6742,1307.4,0.012,True
212,unet,conv_2d_nchw_fchw_1x64x64x1920x1x1x640_f16xf16xf32_stride1,1,64,64,1920,1,1,640,1,f16,f32,515.0,351.0857,19.5463,1307.4,0.015,True
213,unet,conv_2d_nchw_fchw_1x64x64x1280x3x3x640_f16xf16xf32_stride1,1,64,64,1280,3,3,640,1,f16,f32,4100.0,1660.0732,14.7312,1307.4,0.0113,True
214,unet,conv_2d_nchw_fchw_1x64x64x1280x1x1x640_f16xf16xf32_stride1,1,64,64,1280,1,1,640,1,f16,f32,369.0,296.8116,18.1867,1307.4,0.0139,True
215,unet,conv_2d_nchw_fchw_1x64x64x960x3x3x640_f16xf16xf32_stride1,1,64,64,960,3,3,640,1,f16,f32,2530.0,1514.5699,17.9045,1307.4,0.0137,True
216,unet,conv_2d_nchw_fchw_1x64x64x960x1x1x640_f16xf16xf32_stride1,1,64,64,960,1,1,640,1,f16,f32,296.0,257.0711,17.0039,1307.4,0.013,True
217,unet,conv_2d_nchw_fchw_1x128x128x640x3x3x640_f16xf16xf32_stride1,1,128,128,640,3,3,640,1,f16,f32,10600.0,1702.6023,11.3958,1307.4,0.0087,True
218,unet,conv_2d_nchw_fchw_1x128x128x960x3x3x320_f16xf16xf32_stride1,1,128,128,960,3,3,320,1,f16,f32,8430.0,1536.8672,10.747,1307.4,0.0082,True
219,unet,conv_2d_nchw_fchw_1x128x128x960x1x1x320_f16xf16xf32_stride1,1,128,128,960,1,1,320,1,f16,f32,501.0,189.7761,20.0925,1307.4,0.0154,True
220,unet,conv_2d_nchw_fchw_1x128x128x640x3x3x320_f16xf16xf32_stride1,1,128,128,640,3,3,320,1,f16,f32,5270.0,1304.776,11.4607,1307.4,0.0088,True
221,unet,conv_2d_nchw_fchw_1x128x128x640x1x1x320_f16xf16xf32_stride1,1,128,128,640,1,1,320,1,f16,f32,353.0,158.4526,19.011,1307.4,0.0145,True
222,unet,conv_2d_nchw_fchw_1x128x128x320x3x3x16_f16xf16xf32_stride1,1,128,128,320,3,3,16,1,f16,f32,371.0,126.2844,4.0699,1307.4,0.0031,True
223,unet,conv_2d_nchw_fchw_2x128x128x16x3x3x320_f16xf16xf32_stride1,2,128,128,16,3,3,320,1,f16,f32,241.0,70.04,12.5307,1307.4,0.0096,True
224,unet,conv_2d_nchw_fchw_2x128x128x320x3x3x320_f16xf16xf32_stride1,2,128,128,320,3,3,320,1,f16,f32,4810.0,923.259,12.5568,1307.4,0.0096,True
225,unet,conv_2d_nchw_fchw_2x64x64x320x3x3x320_f16xf16xf32_stride2,2,64,64,320,3,3,320,2,f16,f32,1010.0,444.6133,14.95,1307.4,0.0114,True
226,unet,conv_2d_nchw_fchw_2x64x64x320x3x3x640_f16xf16xf32_stride1,2,64,64,320,3,3,640,1,f16,f32,1510.0,998.8552,19.9993,1307.4,0.0153,True
227,unet,conv_2d_nchw_fchw_2x64x64x640x3x3x640_f16xf16xf32_stride1,2,64,64,640,3,3,640,1,f16,f32,3230.0,1529.23,18.6991,1307.4,0.0143,True
228,unet,conv_2d_nchw_fchw_2x64x64x320x1x1x640_f16xf16xf32_stride1,2,64,64,320,1,1,640,1,f16,f32,221.0,126.0308,15.183,1307.4,0.0116,True
229,unet,conv_2d_nchw_fchw_2x32x32x640x3x3x640_f16xf16xf32_stride2,2,32,32,640,3,3,640,2,f16,f32,874.0,635.3124,17.2763,1307.4,0.0132,True
230,unet,conv_2d_nchw_fchw_2x32x32x640x3x3x1280_f16xf16xf32_stride1,2,32,32,640,3,3,1280,1,f16,f32,1130.0,1071.2386,26.7248,1307.4,0.0204,True
231,unet,conv_2d_nchw_fchw_2x32x32x1280x3x3x1280_f16xf16xf32_stride1,2,32,32,1280,3,3,1280,1,f16,f32,3020.0,1315.9839,19.9993,1307.4,0.0153,True
232,unet,conv_2d_nchw_fchw_2x32x32x640x1x1x1280_f16xf16xf32_stride1,2,32,32,640,1,1,1280,1,f16,f32,169.0,227.5556,19.8547,1307.4,0.0152,True
233,unet,conv_2d_nchw_fchw_2x32x32x2560x3x3x1280_f16xf16xf32_stride1,2,32,32,2560,3,3,1280,1,f16,f32,5950.0,1485.7028,20.3018,1307.4,0.0155,True
234,unet,conv_2d_nchw_fchw_2x32x32x2560x1x1x1280_f16xf16xf32_stride1,2,32,32,2560,1,1,1280,1,f16,f32,508.0,487.619,26.4208,1307.4,0.0202,True
235,unet,conv_2d_nchw_fchw_2x32x32x1920x3x3x1280_f16xf16xf32_stride1,2,32,32,1920,3,3,1280,1,f16,f32,4120.0,1424.4663,21.9896,1307.4,0.0168,True
236,unet,conv_2d_nchw_fchw_2x32x32x1920x1x1x1280_f16xf16xf32_stride1,2,32,32,1920,1,1,1280,1,f16,f32,377.0,432.6761,26.7011,1307.4,0.0204,True
237,unet,conv_2d_nchw_fchw_2x64x64x1280x3x3x1280_f16xf16xf32_stride1,2,64,64,1280,3,3,1280,1,f16,f32,24700.0,2577.3389,9.781,1307.4,0.0075,True
238,unet,conv_2d_nchw_fchw_2x64x64x1920x3x3x640_f16xf16xf32_stride1,2,64,64,1920,3,3,640,1,f16,f32,20900.0,2367.1866,8.6696,1307.4,0.0066,True
239,unet,conv_2d_nchw_fchw_2x64x64x1920x1x1x640_f16xf16xf32_stride1,2,64,64,1920,1,1,640,1,f16,f32,772.0,366.806,26.0786,1307.4,0.0199,True
240,unet,conv_2d_nchw_fchw_2x64x64x1280x3x3x640_f16xf16xf32_stride1,2,64,64,1280,3,3,640,1,f16,f32,12500.0,2081.9767,9.6637,1307.4,0.0074,True
241,unet,conv_2d_nchw_fchw_2x64x64x1280x1x1x640_f16xf16xf32_stride1,2,64,64,1280,1,1,640,1,f16,f32,590.0,307.9699,22.7488,1307.4,0.0174,True
242,unet,conv_2d_nchw_fchw_2x64x64x960x3x3x640_f16xf16xf32_stride1,2,64,64,960,3,3,640,1,f16,f32,4570.0,1858.1035,19.8243,1307.4,0.0152,True
243,unet,conv_2d_nchw_fchw_2x64x64x960x1x1x640_f16xf16xf32_stride1,2,64,64,960,1,1,640,1,f16,f32,435.0,265.3996,23.141,1307.4,0.0177,True
244,unet,conv_2d_nchw_fchw_2x128x128x640x3x3x640_f16xf16xf32_stride1,2,128,128,640,3,3,640,1,f16,f32,24100.0,1795.9169,10.0246,1307.4,0.0077,True
245,unet,conv_2d_nchw_fchw_2x128x128x960x3x3x320_f16xf16xf32_stride1,2,128,128,960,3,3,320,1,f16,f32,21000.0,1612.4956,8.6283,1307.4,0.0066,True
246,unet,conv_2d_nchw_fchw_2x128x128x960x1x1x320_f16xf16xf32_stride1,2,128,128,960,1,1,320,1,f16,f32,1430.0,190.8816,14.0788,1307.4,0.0108,True
247,unet,conv_2d_nchw_fchw_2x128x128x640x3x3x320_f16xf16xf32_stride1,2,128,128,640,3,3,320,1,f16,f32,12400.0,1358.8849,9.7416,1307.4,0.0075,True
248,unet,conv_2d_nchw_fchw_2x128x128x640x1x1x320_f16xf16xf32_stride1,2,128,128,640,1,1,320,1,f16,f32,905.0,159.2225,14.8307,1307.4,0.0113,True
249,unet,conv_2d_nchw_fchw_2x128x128x320x3x3x16_f16xf16xf32_stride1,2,128,128,320,3,3,16,1,f16,f32,549.0,126.773,5.5007,1307.4,0.0042,True
250,unet,conv_2d_nchw_fchw_4x128x128x16x3x3x320_f16xf16xf32_stride1,4,128,128,16,3,3,320,1,f16,f32,405.0,70.1149,14.9131,1307.4,0.0114,True
251,unet,conv_2d_nchw_fchw_4x128x128x320x3x3x320_f16xf16xf32_stride1,4,128,128,320,3,3,320,1,f16,f32,10700.0,936.4515,11.2893,1307.4,0.0086,True
252,unet,conv_2d_nchw_fchw_4x64x64x320x3x3x320_f16xf16xf32_stride2,4,64,64,320,3,3,320,2,f16,f32,2780.0,457.0153,10.8629,1307.4,0.0083,True
253,unet,conv_2d_nchw_fchw_4x64x64x320x3x3x640_f16xf16xf32_stride1,4,64,64,320,3,3,640,1,f16,f32,3190.0,1063.7042,18.9335,1307.4,0.0145,True
254,unet,conv_2d_nchw_fchw_4x64x64x640x3x3x640_f16xf16xf32_stride1,4,64,64,640,3,3,640,1,f16,f32,9890.0,1686.6571,12.2139,1307.4,0.0093,True
255,unet,conv_2d_nchw_fchw_4x64x64x320x1x1x640_f16xf16xf32_stride1,4,64,64,320,1,1,640,1,f16,f32,379.0,127.0078,17.7068,1307.4,0.0135,True
256,unet,conv_2d_nchw_fchw_4x32x32x640x3x3x640_f16xf16xf32_stride2,4,32,32,640,3,3,640,2,f16,f32,1670.0,751.9429,18.0832,1307.4,0.0138,True
257,unet,conv_2d_nchw_fchw_4x32x32x640x3x3x1280_f16xf16xf32_stride1,4,32,32,640,3,3,1280,1,f16,f32,2250.0,1450.6247,26.8435,1307.4,0.0205,True
258,unet,conv_2d_nchw_fchw_4x32x32x1280x3x3x1280_f16xf16xf32_stride1,4,32,32,1280,3,3,1280,1,f16,f32,5870.0,1938.9349,20.5785,1307.4,0.0157,True
259,unet,conv_2d_nchw_fchw_4x32x32x640x1x1x1280_f16xf16xf32_stride1,4,32,32,640,1,1,1280,1,f16,f32,236.0,240.9412,28.436,1307.4,0.0218,True
260,unet,conv_2d_nchw_fchw_4x32x32x2560x3x3x1280_f16xf16xf32_stride1,4,32,32,2560,3,3,1280,1,f16,f32,13300.0,2331.3202,18.1648,1307.4,0.0139,True
261,unet,conv_2d_nchw_fchw_4x32x32x2560x1x1x1280_f16xf16xf32_stride1,4,32,32,2560,1,1,1280,1,f16,f32,749.0,553.5135,35.8392,1307.4,0.0274,True
262,unet,conv_2d_nchw_fchw_4x32x32x1920x3x3x1280_f16xf16xf32_stride1,4,32,32,1920,3,3,1280,1,f16,f32,9130.0,2183.9941,19.846,1307.4,0.0152,True
263,unet,conv_2d_nchw_fchw_4x32x32x1920x1x1x1280_f16xf16xf32_stride1,4,32,32,1920,1,1,1280,1,f16,f32,544.0,483.7795,37.0086,1307.4,0.0283,True
264,unet,conv_2d_nchw_fchw_4x64x64x1280x3x3x1280_f16xf16xf32_stride1,4,64,64,1280,3,3,1280,1,f16,f32,54600.0,3058.4599,8.8495,1307.4,0.0068,True
265,unet,conv_2d_nchw_fchw_4x64x64x1920x3x3x640_f16xf16xf32_stride1,4,64,64,1920,3,3,640,1,f16,f32,42500.0,2766.9617,8.5268,1307.4,0.0065,True
266,unet,conv_2d_nchw_fchw_4x64x64x1920x1x1x640_f16xf16xf32_stride1,4,64,64,1920,1,1,640,1,f16,f32,1590.0,375.2061,25.3241,1307.4,0.0194,True
267,unet,conv_2d_nchw_fchw_4x64x64x1280x3x3x640_f16xf16xf32_stride1,4,64,64,1280,3,3,640,1,f16,f32,26300.0,2385.0546,9.186,1307.4,0.007,True
268,unet,conv_2d_nchw_fchw_4x64x64x1280x1x1x640_f16xf16xf32_stride1,4,64,64,1280,1,1,640,1,f16,f32,1040.0,313.8697,25.8111,1307.4,0.0197,True
269,unet,conv_2d_nchw_fchw_4x64x64x960x3x3x640_f16xf16xf32_stride1,4,64,64,960,3,3,640,1,f16,f32,16700.0,2095.7859,10.8499,1307.4,0.0083,True
270,unet,conv_2d_nchw_fchw_4x64x64x960x1x1x640_f16xf16xf32_stride1,4,64,64,960,1,1,640,1,f16,f32,790.0,269.7695,25.4844,1307.4,0.0195,True
271,unet,conv_2d_nchw_fchw_4x128x128x640x3x3x640_f16xf16xf32_stride1,4,128,128,640,3,3,640,1,f16,f32,51700.0,1846.518,9.3459,1307.4,0.0071,True
272,unet,conv_2d_nchw_fchw_4x128x128x960x3x3x320_f16xf16xf32_stride1,4,128,128,960,3,3,320,1,f16,f32,44800.0,1653.1714,8.089,1307.4,0.0062,True
273,unet,conv_2d_nchw_fchw_4x128x128x960x1x1x320_f16xf16xf32_stride1,4,128,128,960,1,1,320,1,f16,f32,3420.0,191.4391,11.7735,1307.4,0.009,True
274,unet,conv_2d_nchw_fchw_4x128x128x640x3x3x320_f16xf16xf32_stride1,4,128,128,640,3,3,320,1,f16,f32,26900.0,1387.6579,8.9811,1307.4,0.0069,True
275,unet,conv_2d_nchw_fchw_4x128x128x640x1x1x320_f16xf16xf32_stride1,4,128,128,640,1,1,320,1,f16,f32,2190.0,159.6103,12.2573,1307.4,0.0094,True
276,unet,conv_2d_nchw_fchw_4x128x128x320x3x3x16_f16xf16xf32_stride1,4,128,128,320,3,3,16,1,f16,f32,2240.0,127.0187,2.6963,1307.4,0.0021,True
277,unet,conv_2d_nchw_fchw_8x128x128x16x3x3x320_f16xf16xf32_stride1,8,128,128,16,3,3,320,1,f16,f32,733.0,70.1524,16.4797,1307.4,0.0126,True
278,unet,conv_2d_nchw_fchw_8x128x128x320x3x3x320_f16xf16xf32_stride1,8,128,128,320,3,3,320,1,f16,f32,22500.0,943.1902,10.7374,1307.4,0.0082,True
279,unet,conv_2d_nchw_fchw_8x64x64x320x3x3x320_f16xf16xf32_stride2,8,64,64,320,3,3,320,2,f16,f32,6390.0,463.4795,9.452,1307.4,0.0072,True
280,unet,conv_2d_nchw_fchw_8x64x64x320x3x3x640_f16xf16xf32_stride1,8,64,64,320,3,3,640,1,f16,f32,8360.0,1099.3924,14.4493,1307.4,0.0111,True
281,unet,conv_2d_nchw_fchw_8x64x64x640x3x3x640_f16xf16xf32_stride1,8,64,64,640,3,3,640,1,f16,f32,23200.0,1778.1851,10.4134,1307.4,0.008,True
282,unet,conv_2d_nchw_fchw_8x64x64x320x1x1x640_f16xf16xf32_stride1,8,64,64,320,1,1,640,1,f16,f32,662.0,127.5019,20.2746,1307.4,0.0155,True
283,unet,conv_2d_nchw_fchw_8x32x32x640x3x3x640_f16xf16xf32_stride2,8,32,32,640,3,3,640,2,f16,f32,2890.0,827.9394,20.899,1307.4,0.016,True
284,unet,conv_2d_nchw_fchw_8x32x32x640x3x3x1280_f16xf16xf32_stride1,8,32,32,640,3,3,1280,1,f16,f32,4280.0,1762.7735,28.2234,1307.4,0.0216,True
285,unet,conv_2d_nchw_fchw_8x32x32x1280x3x3x1280_f16xf16xf32_stride1,8,32,32,1280,3,3,1280,1,f16,f32,13100.0,2540.155,18.4421,1307.4,0.0141,True
286,unet,conv_2d_nchw_fchw_8x32x32x640x1x1x1280_f16xf16xf32_stride1,8,32,32,640,1,1,1280,1,f16,f32,379.0,248.2424,35.4136,1307.4,0.0271,True
287,unet,conv_2d_nchw_fchw_8x32x32x2560x3x3x1280_f16xf16xf32_stride1,8,32,32,2560,3,3,1280,1,f16,f32,30800.0,3258.6961,15.6878,1307.4,0.012,True
288,unet,conv_2d_nchw_fchw_8x32x32x2560x1x1x1280_f16xf16xf32_stride1,8,32,32,2560,1,1,1280,1,f16,f32,1190.0,593.6232,45.1152,1307.4,0.0345,True
289,unet,conv_2d_nchw_fchw_8x32x32x1920x3x3x1280_f16xf16xf32_stride1,8,32,32,1920,3,3,1280,1,f16,f32,21600.0,2977.9064,16.7772,1307.4,0.0128,True
290,unet,conv_2d_nchw_fchw_8x32x32x1920x1x1x1280_f16xf16xf32_stride1,8,32,32,1920,1,1,1280,1,f16,f32,905.0,514.1423,44.4921,1307.4,0.034,True
291,unet,conv_2d_nchw_fchw_8x64x64x1280x3x3x1280_f16xf16xf32_stride1,8,64,64,1280,3,3,1280,1,f16,f32,115000.0,3373.3143,8.4032,1307.4,0.0064,True
292,unet,conv_2d_nchw_fchw_8x64x64x1920x3x3x640_f16xf16xf32_stride1,8,64,64,1920,3,3,640,1,f16,f32,92500.0,3022.1554,7.8354,1307.4,0.006,True
293,unet,conv_2d_nchw_fchw_8x64x64x1920x1x1x640_f16xf16xf32_stride1,8,64,64,1920,1,1,640,1,f16,f32,4510.0,379.5521,17.856,1307.4,0.0137,True
294,unet,conv_2d_nchw_fchw_8x64x64x1280x3x3x640_f16xf16xf32_stride1,8,64,64,1280,3,3,640,1,f16,f32,57400.0,2572.2809,8.4178,1307.4,0.0064,True
295,unet,conv_2d_nchw_fchw_8x64x64x1280x1x1x640_f16xf16xf32_stride1,8,64,64,1280,1,1,640,1,f16,f32,2740.0,316.9052,19.5938,1307.4,0.015,True
296,unet,conv_2d_nchw_fchw_8x64x64x960x3x3x640_f16xf16xf32_stride1,8,64,64,960,3,3,640,1,f16,f32,39000.0,2238.9877,9.292,1307.4,0.0071,True
297,unet,conv_2d_nchw_fchw_8x64x64x960x1x1x640_f16xf16xf32_stride1,8,64,64,960,1,1,640,1,f16,f32,1880.0,272.0089,21.4177,1307.4,0.0164,True
298,unet,conv_2d_nchw_fchw_8x128x128x640x3x3x640_f16xf16xf32_stride1,8,128,128,640,3,3,640,1,f16,f32,107000.0,1872.9031,9.0315,1307.4,0.0069,True
299,unet,conv_2d_nchw_fchw_8x128x128x960x3x3x320_f16xf16xf32_stride1,8,128,128,960,3,3,320,1,f16,f32,92800.0,1674.2887,7.8101,1307.4,0.006,True
300,unet,conv_2d_nchw_fchw_8x128x128x960x1x1x320_f16xf16xf32_stride1,8,128,128,960,1,1,320,1,f16,f32,7250.0,191.7192,11.1077,1307.4,0.0085,True
301,unet,conv_2d_nchw_fchw_8x128x128x640x3x3x320_f16xf16xf32_stride1,8,128,128,640,3,3,320,1,f16,f32,56200.0,1402.5062,8.5976,1307.4,0.0066,True
302,unet,conv_2d_nchw_fchw_8x128x128x640x1x1x320_f16xf16xf32_stride1,8,128,128,640,1,1,320,1,f16,f32,4660.0,159.8049,11.5208,1307.4,0.0088,True
303,unet,conv_2d_nchw_fchw_8x128x128x320x3x3x16_f16xf16xf32_stride1,8,128,128,320,3,3,16,1,f16,f32,5500.0,127.1419,2.1963,1307.4,0.0017,True
